train_images,val_images,test_image_name,predicted_label
12_42_25_215.png,screenshot14_23.jpg,screenshot15_55.jpg,0
12_42_25_986.jpg,screenshot14_62.jpg,screenshot16_114.jpg,0
12_42_25_986.png,screenshot14_67.jpg,screenshot16_126.jpg,0
12_42_31_455.jpg,screenshot14_82.jpg,screenshot16_127.jpg,0
12_42_31_455.png,screenshot15_1.jpg,screenshot16_153.jpg,0
12_42_38_560.jpg,screenshot15_104.jpg,screenshot16_165.jpg,0
12_42_38_560.png,screenshot15_128.jpg,screenshot16_215.jpg,0
12_43_06_198.jpg,screenshot15_134.jpg,screenshot16_31.jpg,0
12_43_06_198.png,screenshot15_154.jpg,screenshot16_63.jpg,0
12_43_13_267.jpg,screenshot15_193.jpg,screenshot16_7.jpg,0
12_43_13_267.png,screenshot15_202.jpg,screenshot17_1.jpg,1
12_43_33_639.jpg,screenshot15_21.jpg,screenshot17_118.jpg,0
12_43_33_639.png,screenshot15_27.jpg,screenshot17_145.jpg,0
12_44_05_184.jpg,screenshot15_43.jpg,screenshot17_152.jpg,0
12_44_05_184.png,screenshot15_68.jpg,screenshot17_175.jpg,0
12_44_20_243.jpg,screenshot15_84.jpg,screenshot17_180.jpg,0
12_44_20_243.png,screenshot16_112.jpg,screenshot17_190.jpg,0
12_44_51_206.jpg,screenshot16_117.jpg,screenshot17_25.jpg,0
12_44_51_206.png,screenshot16_123.jpg,screenshot17_37.jpg,1
12_44_59_080.jpg,screenshot16_132.jpg,screenshot17_40.jpg,0
12_44_59_080.png,screenshot16_16.jpg,screenshot17_43.jpg,0
12_44_59_863.jpg,screenshot16_176.jpg,screenshot17_52.jpg,0
12_44_59_863.png,screenshot16_19.jpg,screenshot17_55.jpg,0
12_45_17_295.jpg,screenshot16_191.jpg,screenshot17_57.jpg,0
12_45_17_295.png,screenshot16_230.jpg,screenshot17_58.jpg,0
12_45_23_738.jpg,screenshot16_231.jpg,screenshot17_95.jpg,0
12_45_23_738.png,screenshot16_53.jpg,screenshot18_106.jpg,0
12_45_36_636.jpg,screenshot16_60.jpg,screenshot18_113.jpg,0
12_45_36_636.png,screenshot16_65.jpg,screenshot18_116.jpg,0
12_46_03_455.jpg,screenshot16_71.jpg,screenshot18_118.jpg,0
12_46_03_455.png,screenshot17_101.jpg,screenshot18_127.jpg,0
12_46_24_796.jpg,screenshot17_103.jpg,screenshot18_130.jpg,0
12_46_24_796.png,screenshot17_148.jpg,screenshot18_132.jpg,0
12_46_37_361.jpg,screenshot17_15.jpg,screenshot18_133.jpg,0
12_46_37_361.png,screenshot17_167.jpg,screenshot18_139.jpg,0
12_47_02_463.jpg,screenshot17_186.jpg,screenshot18_155.jpg,0
12_47_02_463.png,screenshot17_36.jpg,screenshot18_156.jpg,0
12_47_15_006.jpg,screenshot17_39.jpg,screenshot18_157.jpg,0
12_47_15_006.png,screenshot17_46.jpg,screenshot18_174.jpg,0
12_47_20_508.jpg,screenshot17_63.jpg,screenshot18_186.jpg,0
12_47_20_508.png,screenshot17_78.jpg,screenshot18_197.jpg,0
12_47_40_653.jpg,screenshot18_115.jpg,screenshot18_206.jpg,0
12_47_40_653.png,screenshot18_117.jpg,screenshot18_21.jpg,0
12_47_52_391.jpg,screenshot18_16.jpg,screenshot18_231.jpg,0
12_47_52_391.png,screenshot18_164.jpg,screenshot18_24.jpg,0
12_47_59_439.jpg,screenshot18_171.jpg,screenshot18_25.jpg,0
12_47_59_439.png,screenshot18_180.jpg,screenshot18_39.jpg,0
12_48_08_737.jpg,screenshot18_188.jpg,screenshot18_64.jpg,0
12_48_08_737.png,screenshot18_192.jpg,screenshot18_65.jpg,0
12_48_31_175.jpg,screenshot18_207.jpg,screenshot18_84.jpg,0
12_48_31_175.png,screenshot18_216.jpg,screenshot18_90.jpg,0
12_48_52_121.jpg,screenshot18_219.jpg,screenshot18_95.jpg,0
12_48_52_121.png,screenshot18_229.jpg,screenshot18_97.jpg,0
12_49_11_502.jpg,screenshot18_96.jpg,screenshot18_99.jpg,0
12_49_11_502.png,screenshot19_184.jpg,screenshot19_126.jpg,0
12_49_48_468.jpg,screenshot19_19.jpg,screenshot19_132.jpg,0
12_49_48_468.png,screenshot19_2.jpg,screenshot19_152.jpg,0
12_50_01_538.jpg,screenshot19_202.jpg,screenshot19_17.jpg,1
12_50_01_538.png,screenshot19_24.jpg,screenshot19_198.jpg,0
12_50_31_519.jpg,screenshot19_57.jpg,screenshot19_20.jpg,1
12_50_31_519.png,screenshot19_58.jpg,screenshot19_31.jpg,0
12_50_39_236.jpg,screenshot19_84.jpg,screenshot19_37.jpg,0
12_50_39_236.png,screenshot19_96.jpg,screenshot19_79.jpg,0
12_50_45_415.jpg,screenshot20_110.jpg,screenshot19_83.jpg,0
12_50_45_415.png,screenshot20_122.jpg,screenshot19_89.jpg,0
12_50_51_662.jpg,screenshot20_127.jpg,screenshot20_111.jpg,0
12_50_51_662.png,screenshot20_136.jpg,screenshot20_134.jpg,0
12_51_13_205.jpg,screenshot20_159.jpg,screenshot20_141.jpg,0
12_51_13_205.png,screenshot20_16.jpg,screenshot20_151.jpg,0
12_51_39_205.jpg,screenshot20_211.jpg,screenshot20_185.jpg,0
12_51_39_205.png,screenshot20_53.jpg,screenshot20_208.jpg,0
12_51_52_097.jpg,screenshot21_100.jpg,screenshot20_213.jpg,0
12_51_52_097.png,screenshot21_107.jpg,screenshot20_51.jpg,0
12_51_59_714.jpg,screenshot21_115.jpg,screenshot20_71.jpg,0
12_51_59_714.png,screenshot21_144.jpg,screenshot20_81.jpg,0
12_53_10_743.jpg,screenshot21_214.jpg,screenshot21_117.jpg,0
12_53_10_743.png,screenshot21_50.jpg,screenshot21_183.jpg,0
12_53_50_648.jpg,screenshot21_57.jpg,screenshot21_187.jpg,0
12_53_50_648.png,screenshot21_67.jpg,screenshot21_206.jpg,0
12_54_09_689.jpg,screenshot21_7.jpg,screenshot21_210.jpg,1
12_54_09_689.png,screenshot21_70.jpg,screenshot21_5.jpg,0
12_54_27_923.jpg,screenshot22_100.jpg,screenshot21_63.jpg,0
12_54_27_923.png,screenshot22_11.jpg,screenshot21_85.jpg,0
12_54_46_209.jpg,screenshot22_111.jpg,screenshot21_93.jpg,0
12_54_46_209.png,screenshot22_120.jpg,screenshot21_98.jpg,0
12_54_46_954.jpg,screenshot22_124.jpg,screenshot22_118.jpg,0
12_54_46_954.png,screenshot22_127.jpg,screenshot22_122.jpg,1
12_54_58_416.jpg,screenshot22_13.jpg,screenshot22_145.jpg,0
12_54_58_416.png,screenshot22_163.jpg,screenshot22_147.jpg,0
12_55_03_041.jpg,screenshot22_190.jpg,screenshot22_152.jpg,0
12_55_03_041.png,screenshot22_208.jpg,screenshot22_199.jpg,0
12_55_17_525.jpg,screenshot22_217.jpg,screenshot22_20.jpg,0
12_55_17_525.png,screenshot22_25.jpg,screenshot22_212.jpg,1
12_56_27_664.jpg,screenshot22_31.jpg,screenshot22_4.jpg,0
12_56_27_664.png,screenshot22_32.jpg,screenshot22_47.jpg,0
12_56_38_313.jpg,screenshot22_45.jpg,screenshot22_50.jpg,0
12_56_38_313.png,screenshot22_48.jpg,screenshot22_61.jpg,1
12_56_45_180.jpg,screenshot22_72.jpg,screenshot22_76.jpg,1
12_56_45_180.png,screenshot22_81.jpg,screenshot2_122.jpg,0
12_57_45_115.jpg,screenshot22_83.jpg,screenshot2_15.jpg,0
12_57_45_115.png,screenshot2_123.jpg,screenshot2_150.jpg,0
12_57_45_888.jpg,screenshot2_138.jpg,screenshot2_153.jpg,0
12_57_45_888.png,screenshot2_179.jpg,screenshot2_219.jpg,0
12_57_52_160.jpg,screenshot2_208.jpg,screenshot2_236.jpg,0
12_57_52_160.png,screenshot2_211.jpg,screenshot2_260.jpg,0
12_57_52_940.jpg,screenshot2_23.jpg,screenshot2_269.jpg,0
12_57_52_940.png,screenshot2_24.jpg,screenshot2_276.jpg,0
12_57_59_208.jpg,screenshot2_262.jpg,screenshot2_295.jpg,0
12_57_59_208.png,screenshot2_272.jpg,screenshot2_48.jpg,0
12_57_59_981.jpg,screenshot2_273.jpg,screenshot3_114.jpg,0
12_57_59_981.png,screenshot2_281.jpg,screenshot3_136.jpg,0
12_58_05_456.jpg,screenshot2_285.jpg,screenshot3_164.jpg,0
12_58_05_456.png,screenshot2_368.jpg,screenshot3_179.jpg,0
12_58_12_534.jpg,screenshot2_80.jpg,screenshot3_190.jpg,0
12_58_12_534.png,screenshot3_122.jpg,screenshot3_191.jpg,0
12_58_21_883.jpg,screenshot3_162.jpg,screenshot3_201.jpg,0
12_58_21_883.png,screenshot3_172.jpg,screenshot3_219.jpg,0
12_58_50_098.jpg,screenshot3_18.jpg,screenshot3_26.jpg,0
12_58_50_098.png,screenshot3_202.jpg,screenshot3_261.jpg,0
12_58_50_874.jpg,screenshot3_215.jpg,screenshot3_31.jpg,0
12_58_50_874.png,screenshot3_248.jpg,screenshot3_35.jpg,1
12_59_25_051.jpg,screenshot3_260.jpg,screenshot3_49.jpg,0
12_59_25_051.png,screenshot3_264.jpg,screenshot3_59.jpg,0
12_59_35_109.jpg,screenshot3_37.jpg,screenshot3_60.jpg,1
12_59_35_109.png,screenshot3_40.jpg,screenshot3_78.jpg,0
12_59_51_427.jpg,screenshot3_6.jpg,screenshot3_8.jpg,0
12_59_51_427.png,screenshot4_123.jpg,screenshot4_103.jpg,0
13_00_10_769.jpg,screenshot4_140.jpg,screenshot4_104.jpg,0
13_00_10_769.png,screenshot4_142.jpg,screenshot4_120.jpg,0
13_00_16_203.jpg,screenshot4_148.jpg,screenshot4_179.jpg,0
13_00_16_203.png,screenshot4_152.jpg,screenshot4_189.jpg,1
13_00_16_985.jpg,screenshot4_173.jpg,screenshot4_211.jpg,0
13_00_16_985.png,screenshot4_208.jpg,screenshot4_226.jpg,0
13_00_36_351.jpg,screenshot4_232.jpg,screenshot4_245.jpg,0
13_00_36_351.png,screenshot4_234.jpg,screenshot4_37.jpg,0
13_01_01_183.jpg,screenshot4_46.jpg,screenshot4_70.jpg,0
13_01_01_183.png,screenshot4_47.jpg,screenshot4_71.jpg,0
13_01_23_397.jpg,screenshot4_55.jpg,screenshot4_86.jpg,0
13_01_23_397.png,screenshot4_9.jpg,screenshot4_95.jpg,1
13_01_31_032.jpg,screenshot5_100.jpg,screenshot5_18.jpg,0
13_01_31_032.png,screenshot5_19.jpg,screenshot5_22.jpg,0
13_01_51_796.jpg,screenshot5_30.jpg,screenshot5_31.jpg,0
13_01_51_796.png,screenshot5_49.jpg,screenshot5_50.jpg,0
13_02_01_748.jpg,screenshot5_63.jpg,screenshot5_60.jpg,0
13_02_01_748.png,screenshot5_75.jpg,screenshot5_62.jpg,0
13_02_02_510.jpg,screenshot5_79.jpg,screenshot5_78.jpg,0
13_02_02_510.png,screenshot5_91.jpg,screenshot6_112.jpg,0
13_02_20_158.jpg,screenshot6_118.jpg,screenshot6_140.jpg,0
13_02_20_158.png,screenshot6_124.jpg,screenshot6_142.jpg,0
13_02_20_923.jpg,screenshot6_190.jpg,screenshot6_150.jpg,0
13_02_20_923.png,screenshot6_198.jpg,screenshot6_181.jpg,0
13_02_27_072.jpg,screenshot6_216.jpg,screenshot6_188.jpg,0
13_02_27_072.png,screenshot6_36.jpg,screenshot6_196.jpg,0
13_02_27_847.jpg,screenshot6_44.jpg,screenshot6_223.jpg,0
13_02_27_847.png,screenshot6_73.jpg,screenshot6_229.jpg,0
13_03_29_742.jpg,screenshot6_98.jpg,screenshot6_239.jpg,0
13_03_29_742.png,screenshot7_21.jpg,screenshot6_272.jpg,0
13_04_08_369.jpg,screenshot8_116.jpg,screenshot6_46.jpg,0
13_04_08_369.png,screenshot8_125.jpg,screenshot6_50.jpg,0
13_04_33_063.jpg,screenshot8_153.jpg,screenshot6_58.jpg,0
13_04_33_063.png,screenshot8_171.jpg,screenshot6_85.jpg,0
13_04_56_147.jpg,screenshot8_202.jpg,screenshot7_14.jpg,1
13_04_56_147.png,screenshot8_231.jpg,screenshot8_110.jpg,0
13_05_37_619.jpg,screenshot8_240.jpg,screenshot8_2.jpg,0
13_05_37_619.png,screenshot8_26.jpg,screenshot8_203.jpg,0
13_05_46_066.jpg,screenshot8_54.jpg,screenshot8_235.jpg,1
13_05_46_066.png,screenshot8_59.jpg,screenshot8_237.jpg,0
13_05_52_311.jpg,screenshot8_71.jpg,screenshot8_247.jpg,0
13_05_52_311.png,screenshot8_75.jpg,screenshot8_33.jpg,0
13_06_28_223.jpg,screenshot8_84.jpg,screenshot8_35.jpg,0
13_06_28_223.png,screenshot9_117.jpg,screenshot8_45.jpg,0
13_06_28_979.jpg,screenshot9_137.jpg,screenshot8_57.jpg,0
13_06_28_979.png,screenshot9_180.jpg,screenshot9_1.jpg,0
13_06_42_114.jpg,screenshot9_182.jpg,screenshot9_13.jpg,0
13_06_42_114.png,screenshot9_228.jpg,screenshot9_134.jpg,0
13_06_56_805.jpg,screenshot9_31.jpg,screenshot9_163.jpg,0
13_06_56_805.png,screenshot9_4.jpg,screenshot9_202.jpg,0
13_07_03_803.jpg,screenshot9_69.jpg,screenshot9_34.jpg,0
13_07_03_803.png,screenshot9_74.jpg,screenshot9_53.jpg,0
13_07_12_389.jpg,screenshot9_77.jpg,screenshot9_6.jpg,0
13_07_12_389.png,screenshot9_81.jpg,screenshot9_80.jpg,0
13_07_40_730.jpg,screenshot9_92.jpg,screenshot9_86.jpg,0
13_07_40_730.png,screenshot_340.jpg,screenshot9_93.jpg,0
13_07_46_199.jpg,screenshot_366.jpg,screenshot9_96.jpg,0
13_07_46_199.png,screenshot10_102.jpg,screenshot9_98.jpg,0
13_07_56_333.jpg,screenshot10_104.jpg,screenshot_332.jpg,0
13_07_56_333.png,screenshot10_110.jpg,screenshot10_100.jpg,1
13_08_10_377.jpg,screenshot10_136.jpg,screenshot10_119.jpg,1
13_08_10_377.png,screenshot10_137.jpg,screenshot10_12.jpg,1
13_08_30_400.jpg,screenshot10_146.jpg,screenshot10_131.jpg,1
13_08_30_400.png,screenshot10_178.jpg,screenshot10_135.jpg,1
13_08_32_740.jpg,screenshot10_193.jpg,screenshot10_155.jpg,1
13_08_32_740.png,screenshot10_198.jpg,screenshot10_159.jpg,1
13_08_38_085.jpg,screenshot10_210.jpg,screenshot10_179.jpg,1
13_08_38_085.png,screenshot10_223.jpg,screenshot10_181.jpg,1
13_08_51_140.jpg,screenshot10_236.jpg,screenshot10_183.jpg,1
13_08_51_140.png,screenshot10_44.jpg,screenshot10_19.jpg,1
13_08_51_912.jpg,screenshot10_48.jpg,screenshot10_194.jpg,1
13_08_51_912.png,screenshot10_86.jpg,screenshot10_204.jpg,1
13_09_01_185.jpg,screenshot11_104.jpg,screenshot10_217.jpg,1
13_09_01_185.png,screenshot11_123.jpg,screenshot10_224.jpg,1
13_09_07_306.jpg,screenshot11_130.jpg,screenshot10_29.jpg,1
13_09_07_306.png,screenshot11_131.jpg,screenshot10_40.jpg,1
13_09_28_144.jpg,screenshot11_155.jpg,screenshot10_53.jpg,1
13_09_28_144.png,screenshot11_162.jpg,screenshot10_62.jpg,1
13_09_28_913.jpg,screenshot11_185.jpg,screenshot10_63.jpg,1
13_09_28_913.png,screenshot11_202.jpg,screenshot10_67.jpg,1
13_09_52_808.jpg,screenshot11_209.jpg,screenshot10_76.jpg,1
13_09_52_808.png,screenshot11_210.jpg,screenshot10_77.jpg,1
13_09_58_158.jpg,screenshot11_25.jpg,screenshot10_89.jpg,1
13_09_58_158.png,screenshot11_6.jpg,screenshot10_9.jpg,1
13_10_13_522.jpg,screenshot11_62.jpg,screenshot10_93.jpg,1
13_10_13_522.png,screenshot11_77.jpg,screenshot10_94.jpg,1
13_10_14_266.jpg,screenshot11_9.jpg,screenshot10_95.jpg,1
13_10_14_266.png,screenshot11_90.jpg,screenshot10_97.jpg,1
13_10_24_147.jpg,screenshot11_91.jpg,screenshot11_127.jpg,1
13_10_24_147.png,screenshot12_103.jpg,screenshot11_158.jpg,1
13_10_44_539.jpg,screenshot12_113.jpg,screenshot11_159.jpg,1
13_10_44_539.png,screenshot12_134.jpg,screenshot11_161.jpg,1
13_11_00_516.jpg,screenshot12_136.jpg,screenshot11_175.jpg,1
13_11_00_516.png,screenshot12_139.jpg,screenshot11_179.jpg,1
13_11_08_124.jpg,screenshot12_140.jpg,screenshot11_193.jpg,1
13_11_08_124.png,screenshot12_156.jpg,screenshot11_215.jpg,1
13_11_08_883.jpg,screenshot12_162.jpg,screenshot11_221.jpg,1
13_11_08_883.png,screenshot12_193.jpg,screenshot11_222.jpg,1
13_11_28_921.jpg,screenshot12_21.jpg,screenshot11_27.jpg,1
13_11_28_921.png,screenshot12_221.jpg,screenshot11_29.jpg,1
13_11_29_714.jpg,screenshot12_222.jpg,screenshot11_46.jpg,1
13_11_29_714.png,screenshot12_224.jpg,screenshot11_51.jpg,1
13_11_44_506.jpg,screenshot12_225.jpg,screenshot11_8.jpg,1
13_11_44_506.png,screenshot12_228.jpg,screenshot11_85.jpg,1
13_12_16_206.jpg,screenshot12_54.jpg,screenshot11_86.jpg,1
13_12_16_206.png,screenshot12_79.jpg,screenshot11_88.jpg,1
13_12_16_961.jpg,screenshot12_8.jpg,screenshot12_10.jpg,1
13_12_16_961.png,screenshot12_94.jpg,screenshot12_101.jpg,1
13_12_25_434.jpg,screenshot13_1.jpg,screenshot12_108.jpg,1
13_12_25_434.png,screenshot13_10.jpg,screenshot12_121.jpg,1
13_12_32_388.jpg,screenshot13_121.jpg,screenshot12_122.jpg,1
13_12_32_388.png,screenshot13_159.jpg,screenshot12_125.jpg,1
13_12_40_074.jpg,screenshot13_188.jpg,screenshot12_132.jpg,1
13_12_40_074.png,screenshot13_193.jpg,screenshot12_142.jpg,1
13_12_59_167.jpg,screenshot13_203.jpg,screenshot12_17.jpg,1
13_12_59_167.png,screenshot13_21.jpg,screenshot12_174.jpg,1
13_12_59_944.jpg,screenshot13_233.jpg,screenshot12_183.jpg,1
13_12_59_944.png,screenshot13_234.jpg,screenshot12_186.jpg,1
13_13_37_681.jpg,screenshot13_25.jpg,screenshot12_198.jpg,1
13_13_37_681.png,screenshot13_37.jpg,screenshot12_22.jpg,1
13_13_46_659.jpg,screenshot13_39.jpg,screenshot12_226.jpg,1
13_13_46_659.png,screenshot13_4.jpg,screenshot12_231.jpg,1
13_13_54_852.jpg,screenshot13_54.jpg,screenshot12_27.jpg,1
13_13_54_852.png,screenshot13_60.jpg,screenshot12_29.jpg,1
13_14_27_291.jpg,screenshot13_65.jpg,screenshot12_41.jpg,1
13_14_27_291.png,screenshot13_72.jpg,screenshot12_52.jpg,1
13_14_46_114.jpg,screenshot13_76.jpg,screenshot12_53.jpg,1
13_14_46_114.png,screenshot13_78.jpg,screenshot12_63.jpg,1
13_14_47_622.jpg,screenshot14_102.jpg,screenshot12_77.jpg,1
13_14_47_622.png,screenshot14_12.jpg,screenshot12_86.jpg,1
13_15_02_734.jpg,screenshot14_131.jpg,screenshot12_88.jpg,1
13_15_02_734.png,screenshot14_144.jpg,screenshot12_91.jpg,1
13_15_45_152.jpg,screenshot14_186.jpg,screenshot13_101.jpg,1
13_15_45_152.png,screenshot14_187.jpg,screenshot13_141.jpg,1
13_15_52_731.jpg,screenshot14_188.jpg,screenshot13_149.jpg,1
13_15_52_731.png,screenshot14_199.jpg,screenshot13_166.jpg,1
13_16_04_695.jpg,screenshot14_211.jpg,screenshot13_169.jpg,1
13_16_04_695.png,screenshot14_217.jpg,screenshot13_171.jpg,1
13_16_36_412.jpg,screenshot14_219.jpg,screenshot13_187.jpg,1
13_16_36_412.png,screenshot14_230.jpg,screenshot13_194.jpg,1
13_16_57_668.jpg,screenshot14_253.jpg,screenshot13_197.jpg,1
13_16_57_668.png,screenshot14_259.jpg,screenshot13_211.jpg,1
13_17_02_200.jpg,screenshot14_26.jpg,screenshot13_217.jpg,1
13_17_02_200.png,screenshot14_261.jpg,screenshot13_22.jpg,1
13_17_09_780.jpg,screenshot14_263.jpg,screenshot13_223.jpg,1
13_17_09_780.png,screenshot14_44.jpg,screenshot13_231.jpg,1
13_17_15_032.jpg,screenshot14_65.jpg,screenshot13_42.jpg,1
13_17_15_032.png,screenshot14_66.jpg,screenshot13_43.jpg,1
13_17_21_070.jpg,screenshot14_69.jpg,screenshot13_44.jpg,1
13_17_21_070.png,screenshot14_72.jpg,screenshot13_7.jpg,1
13_17_38_226.jpg,screenshot14_81.jpg,screenshot13_73.jpg,1
13_17_38_226.png,screenshot14_94.jpg,screenshot13_80.jpg,1
13_17_46_506.jpg,screenshot15_109.jpg,screenshot14_101.jpg,1
13_17_46_506.png,screenshot15_117.jpg,screenshot14_112.jpg,1
13_17_58_511.jpg,screenshot15_123.jpg,screenshot14_116.jpg,1
13_17_58_511.png,screenshot15_131.jpg,screenshot14_129.jpg,1
13_18_05_269.jpg,screenshot15_133.jpg,screenshot14_135.jpg,1
13_18_05_269.png,screenshot15_142.jpg,screenshot14_141.jpg,1
13_18_13_496.jpg,screenshot15_163.jpg,screenshot14_148.jpg,1
13_18_13_496.png,screenshot15_168.jpg,screenshot14_151.jpg,1
13_18_23_272.jpg,screenshot15_18.jpg,screenshot14_152.jpg,1
13_18_23_272.png,screenshot15_186.jpg,screenshot14_160.jpg,1
13_18_31_552.jpg,screenshot15_188.jpg,screenshot14_176.jpg,1
13_18_31_552.png,screenshot15_19.jpg,screenshot14_194.jpg,1
13_18_36_104.jpg,screenshot15_194.jpg,screenshot14_200.jpg,1
13_18_36_104.png,screenshot15_198.jpg,screenshot14_22.jpg,1
13_18_49_637.jpg,screenshot15_206.jpg,screenshot14_224.jpg,1
13_18_49_637.png,screenshot15_207.jpg,screenshot14_233.jpg,1
13_19_07_733.jpg,screenshot15_3.jpg,screenshot14_245.jpg,1
13_19_07_733.png,screenshot15_33.jpg,screenshot14_254.jpg,1
13_19_14_533.jpg,screenshot15_4.jpg,screenshot14_257.jpg,0
13_19_14_533.png,screenshot15_69.jpg,screenshot14_27.jpg,1
13_19_31_264.jpg,screenshot15_72.jpg,screenshot14_28.jpg,1
13_19_31_264.png,screenshot15_73.jpg,screenshot14_31.jpg,1
13_19_58_940.jpg,screenshot15_77.jpg,screenshot14_51.jpg,1
13_19_58_940.png,screenshot16_11.jpg,screenshot14_6.jpg,1
13_20_05_847.jpg,screenshot16_113.jpg,screenshot14_73.jpg,1
13_20_05_847.png,screenshot16_121.jpg,screenshot14_74.jpg,1
13_20_12_741.jpg,screenshot16_124.jpg,screenshot14_99.jpg,1
